ts=16:19:33 | fn=TTI | prompt="a brutalist monument on a hill, 8k, hdr, digital painting, by ansel adams" | seed=5555 | cfg=17
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Renaissance,Analogous,streetview of reporter in seattle, spaceship ufo in the sky,Analogous,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Renaissance,Analogous" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Medium shot,Baroque" | seed=1234 | cfg=13
ts=17:00:04 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Baroque,Complementary,streetview of reporter in seattle, spaceship ufo in the sky,Complementary,spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Baroque,Complementary" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot,Baroque" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up,Impressionism" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up,Impressionism" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Close-up,Impressionism" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Medium shot,Baroque" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot,Baroque" | seed=1234 | cfg=13
ts=17:00:53 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Wide shot,Renaissance" | seed=1234 | cfg=13
ts=17:01:05 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Wide shot,Renaissance" | seed=1111 | cfg=13
ts=17:01:10 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=1111 | cfg=13
ts=17:01:10 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up,Impressionism" | seed=1111 | cfg=13
ts=17:01:10 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot,Baroque" | seed=1111 | cfg=13
ts=17:01:20 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Wide shot,Renaissance" | seed=1111 | cfg=13
ts=17:01:25 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot,Baroque" | seed=1111 | cfg=13
ts=17:01:25 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up,Impressionism" | seed=1111 | cfg=13
ts=17:01:25 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot,Surrealism" | seed=1111 | cfg=13
ts=17:01:31 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Wide shot,Renaissance" | seed=1111 | cfg=13
ts=17:01:36 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Medium shot,Baroque" | seed=1111 | cfg=13
ts=17:01:36 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Close-up,Impressionism" | seed=1111 | cfg=13
ts=17:01:36 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Over-the-shoulder shot,Surrealism" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Over-the-shoulder shot,Surrealism" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot,Baroque" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Close-up,Impressionism" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Medium shot,Baroque" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up,Impressionism" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Wide shot,Renaissance" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot,Baroque" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=1111 | cfg=13
ts=17:02:07 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up,Impressionism" | seed=1111 | cfg=13
ts=17:02:08 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Wide shot,Renaissance" | seed=1111 | cfg=13
ts=17:02:08 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Wide shot,Renaissance" | seed=1111 | cfg=13
ts=17:02:08 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot,Surrealism" | seed=1111 | cfg=13
ts=17:02:20 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Over-the-shoulder shot,Surrealism" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Medium shot,Baroque" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Wide shot,Renaissance" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Medium shot,Baroque" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Over-the-shoulder shot,Surrealism" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Close-up,Impressionism" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Wide shot,Renaissance" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="ufo spaceship in the night sky over the city seattle,Close-up,Impressionism" | seed=2343 | cfg=13
ts=17:02:20 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Medium shot,Baroque" | seed=2343 | cfg=13
ts=17:02:25 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Wide shot,Renaissance" | seed=2343 | cfg=13
ts=17:02:25 | fn=TTI | prompt="streetview of reporter in seattle, spaceship ufo in the sky,Close-up,Impressionism" | seed=2343 | cfg=13
ts=17:03:35 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=1234 | cfg=13
ts=17:03:35 | fn=TTI | prompt="spaceship ufo in the sky, upper atmosphere, dramatic clouds, dusk,Over-the-shoulder shot,Surrealism" | seed=2343 | cfg=13
